,Product Name,Brand,Ram,Storage,Battery,Screen_size,Rear_Camera,Front_Camera,Rating,Rating_Category,Rating_Count,Review_Count,Total_Engagements,Offer,Price,Price_Range
94,Motorola G34 5G,Motorola,4,128 ,5000,6.5,50MP + 2MP,16MP,4.2,Very Good,49964,3620,53584,21,10999,10K-15K
95,Motorola G34 5G,Motorola,4,128 ,5000,6.5,50MP + 2MP,16MP,4.2,Very Good,49964,3620,53584,21,10999,10K-15K
96,REDMI 12 5G,REDMI,4,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,12918,594,13512,30,11135,10K-15K
97,REDMI 14C 5G,REDMI,6,128 ,5160,6.88,50MP Rear Camera,8MP,4.2,Very Good,3355,209,3564,20,11197,10K-15K
98,REDMI 13C 5G,REDMI,6,128 ,5000,6.74,50MP Rear Camera,5MP,4.3,Very Good,40543,1735,42278,29,11299,10K-15K
99,REDMI 13C 5G,REDMI,6,128 ,5000,6.74,50MP Rear Camera,5MP,4.3,Very Good,40543,1735,42278,29,11299,10K-15K
100,REDMI 13C 5G,REDMI,6,128 ,5000,6.74,50MP Rear Camera,5MP,4.3,Very Good,40543,1735,42278,29,11299,10K-15K
101,REDMI 14C 5G,REDMI,6,128 ,5160,6.88,50MP Rear Camera,8MP,4.2,Very Good,3355,209,3564,24,11370,10K-15K
102,POCO M6 Plus 5G,POCO,8,128 ,5030,6.79,108MP + 2MP,13MP,4.2,Very Good,10528,685,11213,36,11499,10K-15K
103,vivo T3 Lite 5G,vivo,6,128 ,5000,6.56,50MP + 2MP,8MP,4.4,Very Good,101036,3548,104584,25,11499,10K-15K
104,vivo Y19 5G,vivo,4,128 ,5500,6.74,13MP + 0.08MP,5MP,4.3,Very Good,725,34,759,23,11499,10K-15K
105,realme C73 5G,realme,4,128 ,6000,6.67,32MP Rear Camera,8MP,4.2,Very Good,179,8,187,17,11499,10K-15K
106,POCO M6 5G,POCO,6,128 ,5000,6.74,50MP Rear Camera,5MP,4.3,Very Good,50628,2553,53181,17,11499,10K-15K
107,vivo Y19 5G,vivo,4,128 ,5500,6.74,13MP + 0.08MP,5MP,4.3,Very Good,725,34,759,23,11499,10K-15K
108,POCO M6 5G,POCO,6,128 ,5000,6.74,50MP Rear Camera,5MP,4.3,Very Good,50628,2553,53181,17,11499,10K-15K
109,vivo T3 Lite 5G,vivo,6,128 ,5000,6.56,50MP + 2MP,8MP,4.4,Very Good,101036,3548,104584,25,11499,10K-15K
110,vivo Y28e 5G Charger in the Box,vivo,4,128 ,5000,6.56,13MP + 0.08MP,5MP,4.2,Very Good,1204,38,1242,28,11499,10K-15K
111,Samsung Galaxy F16 5G,Samsung,4,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,1969,133,2102,28,11499,10K-15K
112,OPPO A3x 5G,OPPO,4,64 ,5100,6.67,8MP Rear Camera,5MP,4.2,Very Good,2979,137,3116,23,11499,10K-15K
113,Samsung Galaxy F16 5G,Samsung,4,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,1969,133,2102,28,11499,10K-15K
114,realme C73 5G,realme,4,128 ,6000,6.67,32MP Rear Camera,8MP,4.2,Very Good,179,8,187,17,11499,10K-15K
115,POCO M6 Plus 5G,POCO,8,128 ,5030,6.79,108MP + 2MP,13MP,4.2,Very Good,10528,685,11213,36,11499,10K-15K
116,REDMI 14C 5G,REDMI,6,128 ,5160,6.88,50MP Rear Camera,8MP,4.2,Very Good,3355,209,3564,23,11499,10K-15K
117,Samsung Galaxy F16 5G,Samsung,4,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,1969,133,2102,28,11499,10K-15K
118,OPPO A3x 5G,OPPO,4,64 ,5100,6.67,8MP Rear Camera,5MP,4.2,Very Good,2979,137,3116,23,11499,10K-15K
119,Samsung Galaxy F16 5G,Samsung,4,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,1969,133,2102,28,11499,10K-15K
120,Infinix Note 50x 5G+,Infinix,6,128 ,5500,6.67,50MP + AI Lens,8MP,4.3,Very Good,8662,919,9581,23,11499,10K-15K
121,REDMI 14C 5G,REDMI,6,128 ,5160,6.88,50MP Rear Camera,8MP,4.2,Very Good,3355,209,3564,23,11499,10K-15K
122,REDMI 14C 5G,REDMI,6,128 ,5160,6.88,50MP Rear Camera,8MP,4.2,Very Good,3355,209,3564,23,11499,10K-15K
123,Samsung Galaxy F16 5G,Samsung,4,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,1969,133,2102,28,11499,10K-15K
124,realme 12x 5G,realme,4,128 ,5000,6.72,50MP + 2MP,8MP,4.1,Very Good,14688,930,15618,29,11990,10K-15K
125,Samsung Galaxy F14 5G,Samsung,4,128 ,6000,6.6,50MP + 2MP,13MP,4.2,Very Good,48682,3102,51784,31,11990,10K-15K
126,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
127,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
128,Motorola g45 5G,Motorola,8,128 ,5000,6.5,50MP + 2MP,16MP,4.3,Very Good,178517,9433,187950,20,11999,10K-15K
129,Motorola g45 5G,Motorola,8,128 ,5000,6.5,50MP + 2MP,16MP,4.3,Very Good,178517,9433,187950,20,11999,10K-15K
130,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
131,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
132,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
133,vivo T2x 5G,vivo,4,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,188472,9382,197854,33,11999,10K-15K
134,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
135,REDMI 12 5G,REDMI,4,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,12918,594,13512,25,11999,10K-15K
136,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
137,POCO M6 Pro 5G,POCO,4,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,86414,5552,91966,25,11999,10K-15K
138,Motorola g45 5G,Motorola,8,128 ,5000,6.5,50MP + 2MP,16MP,4.3,Very Good,178517,9433,187950,20,11999,10K-15K
139,vivo T2x 5G,vivo,4,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,188472,9382,197854,33,11999,10K-15K
140,Motorola g45 5G,Motorola,8,128 ,5000,6.5,50MP + 2MP,16MP,4.3,Very Good,178517,9433,187950,20,11999,10K-15K
141,Tecno Pova 6 Neo 5G,Tecno,6,128 ,5000,6.67,108MP Rear Camera,8MP,4.3,Very Good,1942,119,2061,25,11999,10K-15K
142,POCO M6 Pro 5G,POCO,4,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,86414,5552,91966,25,11999,10K-15K
143,REDMI 12 5G,REDMI,6,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,64513,3035,67548,32,12123,10K-15K
144,vivo T3x 5G,vivo,4,128 ,6000,6.72,50MP + 2MP,8MP,4.4,Very Good,56990,2293,59283,28,12499,10K-15K
145,REDMI 12 5G,REDMI,6,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,64513,3035,67548,30,12499,10K-15K
146,REDMI 12 5G,REDMI,6,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,64513,3035,67548,30,12499,10K-15K
147,REDMI 12 5G,REDMI,6,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,64513,3035,67548,30,12499,10K-15K
148,realme 12x 5G,realme,6,128 ,5000,6.72,50MP + 2MP,8MP,4.4,Very Good,107137,4978,112115,30,12499,10K-15K
149,REDMI 12 5G,REDMI,6,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,64513,3035,67548,30,12499,10K-15K
150,IQOO z9x,IQOO,6,128 ,6000,6.72,50MP + 2MP,8MP,4.4,Very Good,9534,486,10020,33,12675,10K-15K
151,IQOO z9x,IQOO,6,128 ,6000,6.72,50MP + 2MP,8MP,4.4,Very Good,9534,486,10020,33,12675,10K-15K
152,IQOO z9x,IQOO,6,128 ,6000,6.72,50MP + 2MP,8MP,4.4,Very Good,9534,486,10020,33,12698,10K-15K
153,REDMI Note 12 5G,REDMI,4,128 ,5000,6.67,48MP + 8MP + 2MP,13MP,3.9,Good,9420,760,10180,35,12990,10K-15K
154,vivo T2x 5G,vivo,6,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,452757,23668,476425,31,12999,10K-15K
155,Samsung Galaxy F16 5G,Samsung,6,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,2972,224,3196,25,12999,10K-15K
156,vivo Y19 5G,vivo,6,128 ,5500,6.74,13MP + 0.08MP,5MP,4.5,Very Good,27,0,27,21,12999,10K-15K
157,realme C65 5G,realme,6,128 ,5000,6.67,50MP Rear Camera,8MP,4.3,Very Good,13715,569,14284,18,12999,10K-15K
158,realme C63 5G Charger in the Box,realme,8,128 ,5000,6.67,32MP Rear Camera,8MP,4.4,Very Good,3820,126,3946,13,12999,10K-15K
159,vivo Y19 5G,vivo,6,128 ,5500,6.74,13MP + 0.08MP,5MP,4.5,Very Good,27,0,27,21,12999,10K-15K
160,vivo T2x 5G,vivo,6,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,452757,23668,476425,31,12999,10K-15K
161,POCO M7 Pro 5G,POCO,6,128 ,5110,6.67,50MP + 2MP,20MP,4.3,Very Good,13796,1280,15076,31,12999,10K-15K
162,Samsung Galaxy F16 5G,Samsung,6,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,2972,224,3196,25,12999,10K-15K
163,Samsung Galaxy F16 5G,Samsung,6,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,2972,224,3196,25,12999,10K-15K
164,OPPO K12x 5G,OPPO,6,128 ,5100,6.67,32MP + 2MP,8MP,4.5,Very Good,178548,6376,184924,23,12999,10K-15K
165,OPPO K12x 5G,OPPO,6,128 ,5100,6.67,32MP + 2MP,8MP,4.5,Very Good,178548,6376,184924,23,12999,10K-15K
166,POCO M7 Pro 5G,POCO,6,128 ,5110,6.67,50MP + 2MP,20MP,4.3,Very Good,13796,1280,15076,31,12999,10K-15K
167,OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI,OPPO,6,128 ,6000,6.67,50MP + 2MP,8MP,4.7,Excellent,823,25,848,23,12999,10K-15K
168,POCO M6 Pro 5G,POCO,6,128 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,140378,8692,149070,23,12999,10K-15K
169,OPPO K12x 5G,OPPO,6,128 ,5100,6.67,32MP + 2MP,8MP,4.5,Very Good,178548,6376,184924,23,12999,10K-15K
170,Tecno Spark 30C 5G,Tecno,8,128 ,5000,6.67,48MP Rear Camera,8MP,4.3,Very Good,61,7,68,13,12999,10K-15K
171,vivo Y19 5G,vivo,6,128 ,5500,6.74,13MP + 0.08MP,5MP,4.5,Very Good,27,0,27,21,12999,10K-15K
172,vivo T2x 5G,vivo,6,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,452757,23668,476425,31,12999,10K-15K
173,Infinix Note 50x 5G+,Infinix,8,128 ,5500,6.67,50MP + AI Lens,8MP,4.3,Very Good,2310,234,2544,23,12999,10K-15K
174,POCO M7 Pro 5G,POCO,6,128 ,5110,6.67,50MP + 2MP,20MP,4.3,Very Good,13796,1280,15076,31,12999,10K-15K
175,realme C63 5G Charger in the Box,realme,8,128 ,5000,6.67,32MP Rear Camera,8MP,4.4,Very Good,3820,126,3946,13,12999,10K-15K
176,Infinix Note 50x 5G+,Infinix,8,128 ,5500,6.67,50MP + AI Lens,8MP,4.3,Very Good,2310,234,2544,23,12999,10K-15K
177,vivo T2x 5G,vivo,6,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,452757,23668,476425,31,12999,10K-15K
178,realme C75 5G,realme,4,128 ,6000,6.67,32MP Rear Camera,8MP,4.4,Very Good,277,16,293,18,12999,10K-15K
179,POCO M7 Pro 5G,POCO,6,128 ,5110,6.67,50MP + 2MP,20MP,4.3,Very Good,13796,1280,15076,31,12999,10K-15K
180,realme C75 5G,realme,4,128 ,6000,6.67,32MP Rear Camera,8MP,4.4,Very Good,277,16,293,18,12999,10K-15K
181,Infinix Note 50x 5G+,Infinix,8,128 ,5500,6.67,50MP + AI Lens,8MP,4.3,Very Good,2310,234,2544,23,12999,10K-15K
182,POCO M6 Pro 5G,POCO,6,128 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,140378,8692,149070,23,12999,10K-15K
183,OPPO K12x 5G,OPPO,6,128 ,5100,6.67,32MP + 2MP,8MP,4.5,Very Good,178548,6376,184924,23,12999,10K-15K
184,realme C75 5G,realme,4,128 ,6000,6.67,32MP Rear Camera,8MP,4.4,Very Good,277,16,293,18,12999,10K-15K
185,Tecno Spark 30C 5G,Tecno,8,128 ,5000,6.67,48MP Rear Camera,8MP,4.3,Very Good,61,7,68,13,12999,10K-15K
186,Samsung Galaxy F16 5G,Samsung,6,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,2972,224,3196,25,12999,10K-15K
187,vivo T2x 5G,vivo,6,128 ,5000,6.58,50MP + 2MP,8MP,4.4,Very Good,452757,23668,476425,31,12999,10K-15K
188,REDMI 13C 5G,REDMI,8,256 ,5000,6.74,50MP Rear Camera,5MP,4.2,Very Good,8359,413,8772,26,13299,10K-15K
189,REDMI 13C 5G,REDMI,8,256 ,5000,6.74,50MP Rear Camera,5MP,4.2,Very Good,8359,413,8772,26,13299,10K-15K
190,REDMI 13C 5G,REDMI,8,256 ,5000,6.74,50MP Rear Camera,5MP,4.2,Very Good,8359,413,8772,26,13299,10K-15K
191,REDMI 13C 5G,REDMI,8,256 ,5000,6.74,50MP Rear Camera,5MP,4.2,Very Good,8359,413,8772,26,13299,10K-15K
192,realme 12x 5G,realme,8,128 ,5000,6.72,50MP + 2MP,8MP,4.4,Very Good,53801,1990,55791,28,13499,10K-15K
193,REDMI Note 12 5G,REDMI,4,128 ,5000,6.67,48MP + 8MP + 2MP,13MP,3.9,Good,9420,760,10180,32,13499,10K-15K
194,POCO M6 5G,POCO,8,256 ,5000,6.74,50MP Rear Camera,5MP,4.2,Very Good,19696,1081,20777,15,13499,10K-15K
195,realme 12x 5G,realme,8,128 ,5000,6.72,50MP + 2MP,8MP,4.4,Very Good,53801,1990,55791,28,13499,10K-15K
196,POCO M6 5G,POCO,8,256 ,5000,6.74,50MP Rear Camera,5MP,4.2,Very Good,19696,1081,20777,15,13499,10K-15K
197,REDMI 12 5G,REDMI,8,256 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,40207,2268,42475,32,13525,10K-15K
198,POCO X6 Neo 5G,POCO,8,128 ,5000,6.67,108MP + 2MP,16MP,4.2,Very Good,41718,3050,44768,30,13889,10K-15K
199,vivo T3x 5G,vivo,6,128 ,6000,6.7165354,50MP + 2MP,8MP,4.5,Very Good,152823,5854,158677,26,13999,10K-15K
200,realme P3x 5G,realme,8,128 ,6000,6.72,50MP Rear Camera,8MP,4.4,Very Good,5699,258,5957,22,13999,10K-15K
201,Motorola g64 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.3,Very Good,58489,3688,62177,22,13999,10K-15K
202,vivo T3x 5G,vivo,6,128 ,6000,6.7165354,50MP + 2MP,8MP,4.5,Very Good,152823,5854,158677,26,13999,10K-15K
203,Motorola g64 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.3,Very Good,58489,3688,62177,22,13999,10K-15K
204,vivo T4x 5G,vivo,6,128 ,6500,6.72,50MP + 2MP,8MP,4.4,Very Good,70982,3914,74896,22,13999,10K-15K
205,realme C75 5G,realme,6,128 ,6000,6.67,32MP Rear Camera,8MP,4.3,Very Good,470,25,495,17,13999,10K-15K
206,Motorola g64 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.3,Very Good,58489,3688,62177,22,13999,10K-15K
207,realme C75 5G,realme,6,128 ,6000,6.67,32MP Rear Camera,8MP,4.3,Very Good,470,25,495,17,13999,10K-15K
208,Motorola g64 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.3,Very Good,58489,3688,62177,22,13999,10K-15K
209,Tecno Pova 6 Neo 5G,Tecno,8,256 ,5000,6.67,108MP Rear Camera,8MP,4.1,Very Good,294,20,314,17,13999,10K-15K
210,Tecno Pova 6 Neo 5G,Tecno,8,256 ,5000,6.67,108MP Rear Camera,8MP,4.1,Very Good,294,20,314,17,13999,10K-15K
211,Tecno Pova 6 Neo 5G,Tecno,8,256 ,5000,6.67,108MP Rear Camera,8MP,4.1,Very Good,294,20,314,17,13999,10K-15K
212,vivo T4x 5G,vivo,6,128 ,6500,6.72,50MP + 2MP,8MP,4.4,Very Good,70982,3914,74896,22,13999,10K-15K
213,realme C75 5G,realme,6,128 ,6000,6.67,32MP Rear Camera,8MP,4.3,Very Good,470,25,495,17,13999,10K-15K
214,vivo Y29 5G,vivo,4,128 ,5500,6.68,50MP + 0.08MP,8MP,4.3,Very Good,640,35,675,15,13999,10K-15K
215,realme P1 5G,realme,6,128 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,105576,6189,111765,33,13999,10K-15K
216,Motorola g64 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.3,Very Good,58489,3688,62177,22,13999,10K-15K
217,Tecno Pova 6 Neo 5G,Tecno,8,256 ,5000,6.67,108MP Rear Camera,8MP,4.1,Very Good,294,20,314,17,13999,10K-15K
218,realme P1 5G,realme,6,128 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,105576,6189,111765,33,13999,10K-15K
219,vivo T4x 5G,vivo,6,128 ,6500,6.72,50MP + 2MP,8MP,4.4,Very Good,70982,3914,74896,22,13999,10K-15K
220,Samsung Galaxy A16 5G,Samsung,6,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2045,103,2148,27,14498,10K-15K
221,Samsung Galaxy A16 5G,Samsung,6,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2045,103,2148,27,14499,10K-15K
222,POCO X5 5G,POCO,8,256 ,5000,6.67,48MP + 8MP + 2MP,13MP,4.2,Very Good,25424,1829,27253,39,14499,10K-15K
223,REDMI 12 5G,REDMI,8,256 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,40207,2268,42475,27,14499,10K-15K
224,Samsung Galaxy A16 5G,Samsung,6,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2045,103,2148,27,14499,10K-15K
225,Samsung Galaxy A16 5G,Samsung,6,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2045,103,2148,27,14499,10K-15K
226,REDMI 12 5G,REDMI,8,256 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,40207,2268,42475,27,14499,10K-15K
227,Samsung Galaxy A16 5G,Samsung,6,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2045,103,2148,27,14499,10K-15K
228,Samsung Galaxy F16 5G,Samsung,8,128 ,5000,6.657,50MP + 5MP + 2MP,13MP,4.2,Very Good,1368,112,1480,23,14499,10K-15K
229,Samsung Galaxy A16 5G,Samsung,6,128 ,5000,6.7,50MP + 5MP + 2MP,13MP,4.2,Very Good,2045,103,2148,27,14499,10K-15K
230,realme NARZO 70 5G,realme,8,128 ,5000,6.67,50MP Rear Camera,16MP,4.3,Very Good,2147,120,2267,29,14799,10K-15K
231,realme 12x 5G,realme,4,128 ,5000,6.72,50MP + 2MP,8MP,4.1,Very Good,14688,930,15618,11,14998,10K-15K
232,Motorola g54 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.2,Very Good,102652,9051,111703,16,14999,10K-15K
233,realme 14x 5G,realme,6,128 ,6000,6.67,50MP Rear Camera,8MP,4.4,Very Good,9255,477,9732,11,14999,10K-15K
234,realme P1 5G,realme,8,128 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,50793,2813,53606,31,14999,10K-15K
235,vivo T4x 5G,vivo,8,128 ,6500,6.72,50MP + 2MP,8MP,4.5,Very Good,53828,3165,56993,23,14999,10K-15K
236,realme 11x 5G,realme,6,128 ,5000,6.72,64MP + 2MP,8MP,4.4,Very Good,139618,8443,148061,11,14999,10K-15K
237,POCO M6 Pro 5G,POCO,8,256 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,25920,1887,27807,16,14999,10K-15K
238,REDMI Note 13 5G,REDMI,6,128 ,5000,6.67,108MP + 2MP,16MP,4.2,Very Good,30351,1767,32118,28,14999,10K-15K
239,realme 14x 5G,realme,6,128 ,6000,6.67,50MP Rear Camera,8MP,4.4,Very Good,9255,477,9732,11,14999,10K-15K
240,POCO M7 Pro 5G,POCO,8,256 ,5110,6.67,50MP + 2MP,20MP,4.3,Very Good,5969,629,6598,28,14999,10K-15K
241,realme C67 5G,realme,6,128 ,5000,6.72,50MP + 2MP,8MP,4.3,Very Good,1388,106,1494,16,14999,10K-15K
242,realme 14x 5G,realme,6,128 ,6000,6.67,50MP Rear Camera,8MP,4.4,Very Good,9255,477,9732,11,14999,10K-15K
243,POCO M7 Pro 5G,POCO,8,256 ,5110,6.67,50MP + 2MP,20MP,4.3,Very Good,5969,629,6598,28,14999,10K-15K
244,Motorola g54 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.2,Very Good,102652,9051,111703,16,14999,10K-15K
245,REDMI Note 13 5G,REDMI,6,128 ,5000,6.67,108MP + 2MP,16MP,4.2,Very Good,30351,1767,32118,28,14999,10K-15K
246,Infinix Note 50s 5G+,Infinix,6,128 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,127,14,141,25,14999,10K-15K
247,realme P1 Speed 5G,realme,8,128 ,5000,6.67,50MP + 2MP,16MP,4.3,Very Good,2431,260,2691,28,14999,10K-15K
248,Infinix Note 50s 5G+,Infinix,6,128 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,127,14,141,25,14999,10K-15K
249,Infinix Note 50s 5G+,Infinix,6,128 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,127,14,141,25,14999,10K-15K
250,POCO M6 Pro 5G,POCO,8,256 ,5000,6.79,50MP + 2MP,8MP,4.2,Very Good,25920,1887,27807,16,14999,10K-15K
251,Motorola g54 5G,Motorola,8,128 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.2,Very Good,102652,9051,111703,16,14999,10K-15K
252,REDMI 12 5G,REDMI,6,128 ,5000,6.79,50MP + 2MP,8MP,4.3,Very Good,64513,3035,67548,16,14999,10K-15K
253,POCO M7 Pro 5G,POCO,8,256 ,5110,6.67,50MP + 2MP,20MP,4.3,Very Good,5969,629,6598,28,14999,10K-15K
254,Tecno Camon 20 Pro,Tecno,8,128 ,5000,6.67,64MP + 2MP + 2MP,32MP,4.1,Very Good,825,95,920,38,15399,15K-20K
255,REDMI Note 12 5G,REDMI,6,128 ,5000,6.67,48MP + 8MP + 2MP,13MP,4.2,Very Good,15905,1078,16983,29,15490,15K-20K
256,IQOO Z6 5G,IQOO,4,128 ,5000,6.58,50MP Rear Camera,16MP,4.1,Very Good,839,67,906,22,15499,15K-20K
257,vivo Y29 5G,vivo,6,128 ,5500,6.68,50MP + 0.08MP,8MP,4.4,Very Good,1346,57,1403,13,15499,15K-20K
258,vivo T3x 5G,vivo,8,128 ,6000,6.7165354,50MP + 2MP,8MP,4.4,Very Good,29837,1485,31322,24,15499,15K-20K
259,NOTE 12 5G,NOTE,6,128 ,5000,6.67,48MP + 8MP + 2MP,13MP,4.2,Very Good,24,1,25,27,15990,15K-20K
260,REDMI Note 12 5G,REDMI,6,128 ,5000,6.67,48MP + 8MP + 2MP,13MP,4.2,Very Good,15905,1078,16983,27,15998,15K-20K
261,Infinix Note 50s 5G+,Infinix,8,128 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,27,15999,15K-20K
262,Motorola g64 5G,Motorola,12,256 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.2,Very Good,83065,5356,88421,20,15999,15K-20K
263,realme 14x 5G,realme,8,128 ,6000,6.67,50MP Rear Camera,8MP,4.4,Very Good,5254,288,5542,11,15999,15K-20K
264,realme P1 Pro 5G,realme,8,128 ,5000,6.7,50MP + 8MP,16MP,4.5,Very Good,30794,1989,32783,36,15999,15K-20K
265,realme P1 Pro 5G,realme,8,128 ,5000,6.7,50MP + 8MP,16MP,4.5,Very Good,30794,1989,32783,36,15999,15K-20K
266,Tecno Pova Curve 5G,Tecno,6,128 ,5500,6.78,64MP Rear Camera,13MP,4.3,Very Good,513,95,608,15,15999,15K-20K
267,realme P3 5G,realme,6,128 ,6000,6.67,50MP + 2MP,16MP,4.4,Very Good,13997,1109,15106,20,15999,15K-20K
268,realme P1 5G,realme,8,256 ,5000,6.67,50MP + 2MP,16MP,4.4,Very Good,50793,2813,53606,30,15999,15K-20K
269,Infinix Note 40 5G,Infinix,8,256 ,5000,6.78,108MP + 2MP + 2MP,32MP,4.2,Very Good,11747,1129,12876,36,15999,15K-20K
270,Infinix Note 40 5G,Infinix,8,256 ,5000,6.78,108MP + 2MP + 2MP,32MP,4.2,Very Good,11747,1129,12876,36,15999,15K-20K
271,Infinix Note 50s 5G+,Infinix,8,128 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,27,15999,15K-20K
272,Motorola g64 5G,Motorola,12,256 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.2,Very Good,83065,5356,88421,20,15999,15K-20K
273,Infinix Note 50s 5G+,Infinix,8,128 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,27,15999,15K-20K
274,realme 14x 5G,realme,8,128 ,6000,6.67,50MP Rear Camera,8MP,4.4,Very Good,5254,288,5542,11,15999,15K-20K
275,POCO X6 Neo 5G,POCO,8,128 ,5000,6.67,108MP + 2MP,16MP,4.2,Very Good,41718,3050,44768,20,15999,15K-20K
276,realme 14x 5G,realme,8,128 ,6000,6.67,50MP Rear Camera,8MP,4.4,Very Good,5254,288,5542,11,15999,15K-20K
277,realme 11x 5G,realme,8,128 ,5000,6.72,64MP + 2MP,8MP,4.4,Very Good,19938,1244,21182,15,15999,15K-20K
278,Infinix Note 50s 5G+,Infinix,8,128 ,5500,6.78,64MP + 2MP,13MP,4.4,Very Good,11782,1220,13002,27,15999,15K-20K
279,realme P3 5G,realme,6,128 ,6000,6.67,50MP + 2MP,16MP,4.4,Very Good,13997,1109,15106,20,15999,15K-20K
280,realme P1 Pro 5G,realme,8,128 ,5000,6.7,50MP + 8MP,16MP,4.5,Very Good,30794,1989,32783,36,15999,15K-20K
281,realme 14x 5G,realme,8,128 ,6000,6.67,50MP Rear Camera,8MP,4.4,Very Good,5254,288,5542,11,15999,15K-20K
282,Motorola g64 5G,Motorola,12,256 ,6000,6.5,50MP (OIS) + 8MP,16MP,4.2,Very Good,83065,5356,88421,20,15999,15K-20K
